Word	Label	Book	Chapter	Line
في	3	3	6.1	27
صنع	3	3	6.1	27
الله	3	3	6.1	27
—	3	3	6.1	27
سبحانه	3	3	6.1	27
وتعالى	3	3	6.1	27
—	3	3	6.1	27
ولعلم	3	3	6.1	27
أن	3	3	6.1	27
الحيوانات	3	3	6.1	27
التي	3	3	6.1	27
يعبدونها	3	3	6.1	27
لا	3	3	6.1	27
تملك	3	3	6.1	27
لنفسها	3	3	6.1	27
نفعا	3	3	6.1	27
ولا	3	3	6.1	27
ضرا	3	3	6.1	27
،	3	3	6.1	27

فكيف	3	3	6.1	27
تنفع	3	3	6.1	27
الإنسان	3	3	6.1	27
الذي	3	3	6.1	27
هو	3	3	6.1	27
أقوى	3	3	6.1	27
منها	3	3	6.1	27
بطشا	4	3	6.1	27
وهي	3	3	6.1	27
المسخرة	5	3	6.1	27
له	3	3	6.1	27
من	3	3	6.1	27
قبل	4	3	6.1	27
الله	3	3	6.1	27
—	3	3	6.1	27
جل	3	3	6.1	27
وعلا	3	3	6.1	27
؟	3	3	6.1	27

ولما	3	3	6.1	28
سمع	3	3	6.1	28
الوزير	3	3	6.1	28
منه	3	3	6.1	28
ذلك	3	3	6.1	28
أكبر	4	3	6.1	28
الأمر	3	3	6.1	28
،	3	3	6.1	28

وبدأ	3	3	6.1	28
يراجعه	3	3	6.1	28
في	3	3	6.1	28
شأنه	3	3	6.1	28
،	3	3	6.1	28

وقال	3	3	6.1	28
:	3	3	6.1	28
يا	3	3	6.1	28
ولدي	3	3	6.1	28
،	3	3	6.1	28

إن	3	3	6.1	28
هذا	3	3	6.1	28
الدين	3	3	6.1	28
وجدنا	3	3	6.1	28
عليه	3	3	6.1	28
آباءنا	3	3	6.1	28
الأولين	3	3	6.1	28
،	3	3	6.1	28

ولو	3	3	6.1	28
سمع	3	3	6.1	28
والدك	3	3	6.1	28
بما	3	3	6.1	28
تقول	3	3	6.1	28
لقتل	3	3	6.1	28
«	3	3	6.1	28
مندان	3	3	6.1	28
»	3	3	6.1	28
؛	3	3	6.1	28

لأجل	5	3	6.1	28
كفرها	3	3	6.1	28
بعد	3	3	6.1	28
أن	3	3	6.1	28
أظهر	3	3	6.1	28
الإله	3	3	6.1	28
فيها	3	3	6.1	28
كرامته	3	3	6.1	28
،	3	3	6.1	28

وجعلها	3	3	6.1	28
بيضاء	3	3	6.1	28
بعد	3	3	6.1	28
أن	3	3	6.1	28
كانت	3	3	6.1	28
حبشية	3	3	6.1	28
الأصل	3	3	6.1	28
واللون	3	3	6.1	28
!	3	3	6.1	28

ولما	3	3	6.1	29
سمع	3	3	6.1	29
منه	3	3	6.1	29
«	3	3	6.1	29
ألفونك	3	3	6.1	29
»	3	3	6.1	29
هذا	3	3	6.1	29
الكلام	3	3	6.1	29
داخله	4	3	6.1	29
الأسف	4	3	6.1	29
،	3	3	6.1	29

والتفت	4	3	6.1	29
قائلا	3	3	6.1	29
:	3	3	6.1	29
إني	3	3	6.1	29
أتأسف	3	3	6.1	29
أيها	3	3	6.1	29
الحكيم	3	3	6.1	29
العاقل	3	3	6.1	29
،	3	3	6.1	29

كيف	3	3	6.1	29
إنك	3	3	6.1	29
لم	3	3	6.1	29
تميز	3	3	6.1	29
بفكرك	3	3	6.1	29
النير	5	3	6.1	29
بين	3	3	6.1	29
الغث	5	3	6.1	29
والثمين	3	3	6.1	29
؟	3	3	6.1	29
!	3	3	6.1	29

ثم	3	3	6.1	30
أخبره	3	3	6.1	30
أن	3	3	6.1	30
«	3	3	6.1	30
مندان	3	3	6.1	30
»	3	3	6.1	30
ليست	3	3	6.1	30
حبشية	3	3	6.1	30
،	3	3	6.1	30

وما	3	3	6.1	30
هي	3	3	6.1	30
إلا	3	3	6.1	30
بنت	3	3	6.1	30
ملك	3	3	6.1	30
من	3	3	6.1	30
أكبر	3	3	6.1	30
ملوك	3	3	6.1	30
العالم	3	3	6.1	30
،	3	3	6.1	30

وزوجة	3	3	6.1	30
ملك	3	3	6.1	30
،	3	3	6.1	30

ثم	3	3	6.1	30
أخبره	3	3	6.1	30
بما	3	3	6.1	30
أخبرته	3	3	6.1	30
به	3	3	6.1	30
«	3	3	6.1	30
مندان	3	3	6.1	30
»	3	3	6.1	30
،	3	3	6.1	30

وكيف	3	3	6.1	30
أن	3	3	6.1	30
والدها	3	3	6.1	30
أراد	3	3	6.1	30
قتل	3	3	6.1	30
ولدها	3	3	6.1	30
لمجرد	4	3	6.1	30
رؤيا	4	3	6.1	30
رآها	4	3	6.1	30
،	3	3	6.1	30

وكيف	3	3	6.1	30
فرت	3	3	6.1	30
به	3	3	6.1	30
لما	3	3	6.1	30
علمت	3	3	6.1	30
أن	3	3	6.1	30
والدها	3	3	6.1	30
يروم	5	3	6.1	30
قتله	3	3	6.1	30
،	3	3	6.1	30

وكيف	3	3	6.1	30
تركته	3	3	6.1	30
عند	3	3	6.1	30
زوجة	3	3	6.1	30
الراعي	4	3	6.1	30
،	3	3	6.1	30

وكان	3	3	6.1	30
قصدها	3	3	6.1	30
الذهاب	3	3	6.1	30
إلى	3	3	6.1	30
زوجها	3	3	6.1	30
،	3	3	6.1	30

فوقفت	3	3	6.1	30
في	3	3	6.1	30
هذه	3	3	6.1	30
الجزيرة	3	3	6.1	30
،	3	3	6.1	30

أما	3	3	6.1	30
تغير	3	3	6.1	30
لونها	3	3	6.1	30
؛	3	3	6.1	30

فإنه	3	3	6.1	30
دهان	3	3	6.1	30
صنعته	3	3	6.1	30
حين	3	3	6.1	30
خروجها	3	3	6.1	30
من	3	3	6.1	30
قصر	3	3	6.1	30
أبيها	3	3	6.1	30
،	3	3	6.1	30

فلما	3	3	6.1	30
مكثت	4	3	6.1	30
شهرا	3	3	6.1	30
هنا	3	3	6.1	30
كشف	3	3	6.1	30
الدهان	3	3	6.1	30
فعادت	3	3	6.1	30
لحالتها	3	3	6.1	30
الأولى	3	3	6.1	30
.	3	3	6.1	30

ولما	3	3	6.1	31
سمع	3	3	6.1	31
الوزير	3	3	6.1	31
منه	3	3	6.1	31
ذلك	3	3	6.1	31
ابتسم	3	3	6.1	31
وانشرح	3	3	6.1	31
صدره	3	3	6.1	31
؛	3	3	6.1	31

لأنه	3	3	6.1	31
كان	3	3	6.1	31
مرتابا	5	3	6.1	31
في	3	3	6.1	31
هذا	3	3	6.1	31
الأمر	3	3	6.1	31
،	3	3	6.1	31

فظهرت	3	3	6.1	31
له	3	3	6.1	31
الحقيقة	3	3	6.1	31
،	3	3	6.1	31

ثم	3	3	6.1	31
أطلع	3	3	6.1	31
«	3	3	6.1	31
ألفونك	3	3	6.1	31
»	3	3	6.1	31
على	3	3	6.1	31
رغبته	3	3	6.1	31
في	3	3	6.1	31
الدخول	3	3	6.1	31
في	3	3	6.1	31
دينه	3	3	6.1	31
،	3	3	6.1	31

وأخذ	3	3	6.1	31
عليه	3	3	6.1	31
العهود	4	3	6.1	31
هو	3	3	6.1	31
أيضا	3	3	6.1	31
،	3	3	6.1	31

ووعده	3	3	6.1	31
بالاجتماع	3	3	6.1	31
«	3	3	6.1	31
بمندان	3	3	6.1	31
»	3	3	6.1	31
والمذاكرة	3	3	6.1	31
بحضرتها	3	3	6.1	31
.	3	3	6.1	31

ولما	3	3	6.1	32
تأكد	3	3	6.1	32
«	3	3	6.1	32
ألفونك	3	3	6.1	32
»	3	3	6.1	32
منه	3	3	6.1	32
ذلك	3	3	6.1	32
كاد	4	3	6.1	32
أن	3	3	6.1	32
يطير	3	3	6.1	32
فرحا	3	3	6.1	32
وسرورا	3	3	6.1	32
مما	3	3	6.1	32
ظهر	3	3	6.1	32
له	3	3	6.1	32
من	3	3	6.1	32
حمية	4	3	6.1	32
الوزير	3	3	6.1	32
«	3	3	6.1	32
فرنان	3	3	6.1	32
»	3	3	6.1	32
وشهامته	3	3	6.1	32
،	3	3	6.1	32

وفي	3	3	6.1	32
ثاني	3	3	6.1	32
يوم	3	3	6.1	32
توجه	3	3	6.1	32
الوزير	3	3	6.1	32
مع	3	3	6.1	32
«	3	3	6.1	32
ألفونك	3	3	6.1	32
»	3	3	6.1	32
لجهة	3	3	6.1	32
القبة	3	3	6.1	32
بعد	3	3	6.1	32
أن	3	3	6.1	32
استأذنا	3	3	6.1	32
من	3	3	6.1	32
الملك	3	3	6.1	32
لزيارة	3	3	6.1	32
الإله	3	3	6.1	32
؛	3	3	6.1	32

لئلا	3	3	6.1	32
يرتاب	4	3	6.1	32
في	3	3	6.1	32
أمرهما	3	3	6.1	32
؛	3	3	6.1	32

لأن	3	3	6.1	32
ذهابهما	3	3	6.1	32
في	3	3	6.1	32
غير	3	3	6.1	32
أوقات	3	3	6.1	32
الزيارة	3	3	6.1	32
.	3	3	6.1	32

ولما	3	3	6.1	32
استأذنا	3	3	6.1	32
على	3	3	6.1	32
«	3	3	6.1	32
مندان	3	3	6.1	32
»	3	3	6.1	32
أذنت	3	3	6.1	32
لهما	3	3	6.1	32
فدخلا	3	3	6.1	32
،	3	3	6.1	32

وترحبت	5	3	6.1	32
بهما	3	3	6.1	32
،	3	3	6.1	32

وجلسوا	3	3	6.1	32
جميعا	3	3	6.1	32
،	3	3	6.1	32

وبعد	3	3	6.1	32
آداء	3	3	6.1	32
فروض	3	3	6.1	32
التحية	3	3	6.1	32
فتحا	3	3	6.1	32
باب	3	3	6.1	32
المذاكرة	3	3	6.1	32
،	3	3	6.1	32

وأخبرها	3	3	6.1	32
«	3	3	6.1	32
ألفونك	3	3	6.1	32
»	3	3	6.1	32
بإسلام	3	3	6.1	32
الوزير	3	3	6.1	32
ففرحت	3	3	6.1	32
،	3	3	6.1	32

وزاد	3	3	6.1	32
سرورها	3	3	6.1	32
،	3	3	6.1	32

ثم	3	3	6.1	32
تكلما	3	3	6.1	32
في	3	3	6.1	32
الأمر	3	3	6.1	32
من	3	3	6.1	32
جهة	3	3	6.1	32
إشهار	4	3	6.1	32
هذا	3	3	6.1	32
الدين	3	3	6.1	32
القويم	4	3	6.1	32
،	3	3	6.1	32

فقالت	3	3	6.1	32
لهما	3	3	6.1	32
:	3	3	6.1	32
إشهاره	4	3	6.1	32
يحتاج	3	3	6.1	32
إلى	3	3	6.1	32
قوة	3	3	6.1	32
،	3	3	6.1	32

وهذه	3	3	6.1	32
ليست	3	3	6.1	32
بالإمكان	3	3	6.1	32
ما	3	3	6.1	32
لم	3	3	6.1	32
يكن	3	3	6.1	32
الملك	3	3	6.1	32
معنا	3	3	6.1	32
.	3	3	6.1	32

فقال	3	3	6.1	33
الوزير	3	3	6.1	33
:	3	3	6.1	33
إني	3	3	6.1	33
سأجمع	3	3	6.1	33
رجالي	3	3	6.1	33
ورجال	3	3	6.1	33
سيدي	3	3	6.1	33
«	3	3	6.1	33
ألفونك	3	3	6.1	33
»	3	3	6.1	33
،	3	3	6.1	33

وأنتخب	3	3	6.1	33
العقلاء	3	3	6.1	33
منهم	3	3	6.1	33
،	3	3	6.1	33

ونجعلها	3	3	6.1	33
جمعية	3	3	6.1	33
سرية	3	3	6.1	33
،	3	3	6.1	33

ونتذاكر	5	3	6.1	33
في	3	3	6.1	33
هذا	3	3	6.1	33
الأمر	3	3	6.1	33
بعد	3	3	6.1	33
أن	3	3	6.1	33
نأخذ	3	3	6.1	33
عليهم	3	3	6.1	33
القسم	3	3	6.1	33
اللازم	3	3	6.1	33
بألا	3	3	6.1	33
أحد	3	3	6.1	33
يظهر	3	3	6.1	33
هذا	3	3	6.1	33
السر	3	3	6.1	33
.	3	3	6.1	33

قال	3	3	6.1	34
«	3	3	6.1	34
ألفونك	3	3	6.1	34
»	3	3	6.1	34
:	3	3	6.1	34
نعم	4	3	6.1	34
الرأي	3	3	6.1	34
هذا	3	3	6.1	34
،	3	3	6.1	34

إنه	3	3	6.1	34
لسديد	4	3	6.1	34
!	3	3	6.1	34

ولكن	3	3	6.1	34
هل	3	3	6.1	34
مضمون	4	3	6.1	34
انضمامهم	3	3	6.1	34
معنا	3	3	6.1	34
.	3	3	6.1	34

قالت	3	3	6.1	35
«	3	3	6.1	35
مندان	3	3	6.1	35
»	3	3	6.1	35
:	3	3	6.1	35
يجب	3	3	6.1	35
أن	3	3	6.1	35
تضموا	4	3	6.1	35
كل	3	3	6.1	35
واحد	3	3	6.1	35
إلى	3	3	6.1	35
الدين	3	3	6.1	35
على	3	3	6.1	35
حدة	3	3	6.1	35
من	3	3	6.1	35
الآخرين	3	3	6.1	35
،	3	3	6.1	35

وبذلك	3	3	6.1	35
يصير	3	3	6.1	35
أثبت	4	3	6.1	35
للجمعية	3	3	6.1	35
وأقوى	3	3	6.1	35
،	3	3	6.1	35

ويعرف	3	3	6.1	35
كل	3	3	6.1	35
منهم	3	3	6.1	35
نفسه	3	3	6.1	35
أخا	3	3	6.1	35
ثابتا	3	3	6.1	35
لباقي	3	3	6.1	35
أعضاء	3	3	6.1	35
الجمعية	3	3	6.1	35
،	3	3	6.1	35

ينتشلونه	4	3	6.1	35
إذا	3	3	6.1	35
عثر	3	3	6.1	35
ويؤازرونه	4	3	6.1	35
،	3	3	6.1	35

وقد	3	3	6.1	35
اجتهدت	3	3	6.1	35
في	3	3	6.1	35
هذه	3	3	6.1	35
العبادة	3	3	6.1	35
منذ	3	3	6.1	35
سنين	3	3	6.1	35
؛	3	3	6.1	35

ولذلك	3	3	6.1	35
تراني	3	3	6.1	35
سننت	4	3	6.1	35
قانونا	3	3	6.1	35
لتسير	5	3	6.1	35
الجمعية	3	3	6.1	35
على	5	3	6.1	35
مقتضاه	5	3	6.1	35
،	3	3	6.1	35

وقد	3	3	6.1	35
صار	3	3	6.1	35
عندي	3	3	6.1	35
فوق	3	3	6.1	35
الخمسين	3	3	6.1	35
رجلا	3	3	6.1	35
.	3	3	6.1	35

فاندهش	3	3	6.1	36
الوزير	3	3	6.1	36
وقال	3	3	6.1	36
:	3	3	6.1	36
لأي	3	3	6.1	36
سبب	3	3	6.1	36
استحضرت	4	3	6.1	36
هؤلاء	3	3	6.1	36
الأشخاص	3	3	6.1	36
؟	3	3	6.1	36

الفصل	3	4	6	0
السادس	3	4	6	0

انبرى	4	4	6	1
صاحب	3	4	6	1
الصولة	5	4	6	1
فيرومارس	3	4	6	1
وقال	3	4	6	1
ساخطا	4	4	6	1
:	3	4	6	1
أنا	3	4	6	1
صاحب	3	4	6	1
الحول	3	4	6	1
والطول	5	4	6	1
،	3	4	6	1

أنا	3	4	6	1
الذي	3	4	6	1
أقام	3	4	6	1
قيامة	3	4	6	1
الحرب	3	4	6	1
العظمى	3	4	6	1
،	3	4	6	1

وأنا	3	4	6	1
الذي	3	4	6	1
تحاولون	3	4	6	1
أن	3	4	6	1
تغمطوا	5	4	6	1
فضله	3	4	6	1
وتحقروا	4	4	6	1
فعله	3	4	6	1
.	3	4	6	1

فقال	3	4	6	2
بعلزبول	3	4	6	2
:	3	4	6	2
ما	3	4	6	2
الداعي	3	4	6	2
لهذا	3	4	6	2
التشكي	4	4	6	2
يا	3	4	6	2
فيرومارس	3	4	6	2
.	3	4	6	2

–	3	4	6	3
كلما	3	4	6	3
جاءت	3	4	6	3
نوبتي	4	4	6	3
في	3	4	6	3
الكلام	3	4	6	3
انتدبتم	4	4	6	3
غيري	3	4	6	3
،	3	4	6	3

فما	3	4	6	3
معنى	3	4	6	3
هذا	3	4	6	3
إلا	3	4	6	3
التحقير	3	4	6	3
لجهادي	3	4	6	3
.	3	4	6	3

–	3	4	6	4
أنت	3	4	6	4
مخطئ	3	4	6	4
،	3	4	6	4

نحن	3	4	6	4
نتتبع	3	4	6	4
أنواع	3	4	6	4
الجهاد	3	4	6	4
بحسب	3	4	6	4
تسلسلها	3	4	6	4
،	3	4	6	4

ومساعي	4	4	6	4
ميديوموس	3	4	6	4
كانت	3	4	6	4
تمهيدا	4	4	6	4
لمساعي	4	4	6	4
أرجنتوس	3	4	6	4
.	3	4	6	4

فانبرى	4	4	6	5
انفنتورس	3	4	6	5
وزير	3	4	6	5
الاختراع	3	4	6	5
وقال	3	4	6	5
:	3	4	6	5
ومساعي	4	4	6	5
أرجنتوس	3	4	6	5
تمهيدا	4	4	6	5
لمساعي	4	4	6	5
التي	3	4	6	5
هي	3	4	6	5
تمهيد	4	4	6	5
لمساعي	4	4	6	5
فيرومارس	3	4	6	5
.	3	4	6	5

فقال	3	4	6	6
فيرومارس	3	4	6	6
متمرمرا	5	4	6	6
:	3	4	6	6
أرأيت	3	4	6	6
يا	3	4	6	6
سيدي	3	4	6	6
الملك	3	4	6	6
كيف	3	4	6	6
يجعل	3	4	6	6
العامل	3	4	6	6
الفعال	4	4	6	6
آخرا	3	4	6	6
؟	3	4	6	6

هذا	3	4	6	6
ما	3	4	6	6
لا	3	4	6	6
أطيقه	4	4	6	6
،	3	4	6	6

أحتج	3	4	6	6
وأنسحب	3	4	6	6
وأتنازل	4	4	6	6
عن	3	4	6	6
المكافأة	3	4	6	6
.	3	4	6	6

فقال	3	4	6	7
فينوموس	3	4	6	7
:	3	4	6	7
معاذ	5	4	6	7
الله	5	4	6	7
أن	3	4	6	7
نقبل	3	4	6	7
انسحابك	3	4	6	7
يا	3	4	6	7
صاحب	3	4	6	7
الصولة	5	4	6	7
،	3	4	6	7

بإذن	3	4	6	7
جلالة	3	4	6	7
الرئيس	3	4	6	7
تكلم	3	4	6	7
.	3	4	6	7

فهدأت	3	4	6	8
حدة	3	4	6	8
فيرومارس	3	4	6	8
وطفق	5	4	6	8
يتكلم	3	4	6	8
:	3	4	6	8
ما	3	4	6	8
دامت	3	4	6	8
بزور	3	4	6	8
الشهوات	4	4	6	8
تنبت	3	4	6	8
فنبتها	4	4	6	8
يزهر	3	4	6	8
وزهورها	3	4	6	8
تثمر	3	4	6	8
وثمارها	3	4	6	8
العداء	4	4	6	8
والخصام	3	4	6	8
،	3	4	6	8

فالنزاع	4	4	6	8
طبيعة	3	4	6	8
في	3	4	6	8
الإنسان	3	4	6	8
،	3	4	6	8

والقتال	3	4	6	8
حتم	5	4	6	8
عليه	3	4	6	8
سواء	3	4	6	8
كان	3	4	6	8
لأجل	5	4	6	8
الأديان	3	4	6	8
أو	3	4	6	8
في	3	4	6	8
سبيل	3	4	6	8
الأوطان	3	4	6	8
،	3	4	6	8

والعبرة	3	4	6	8
في	3	4	6	8
أساليب	3	4	6	8
القتال	3	4	6	8
التي	3	4	6	8
تسقي	3	4	6	8
الأرض	3	4	6	8
دماء	3	4	6	8
،	3	4	6	8

ولا	3	4	6	8
تشبع	3	4	6	8
منها	3	4	6	8
الأرض	3	4	6	8
مهما	3	4	6	8
أمطرت	3	4	6	8
منها	3	4	6	8
السماء	3	4	6	8
إلى	3	4	6	8
أن	3	4	6	8
ينضب	4	4	6	8
معين	4	4	6	8
الملكوت	5	4	6	8
الأعلى	5	4	6	8
،	3	4	6	8

ويتخم	4	4	6	8
بطن	3	4	6	8
الملكوت	5	4	6	8
الأسفل	5	4	6	8
.	3	4	6	8

تعددت	3	4	6	9
الأسباب	3	4	6	9
والحرب	3	4	6	9
واحدة	3	4	6	9
،	3	4	6	9

فإذا	3	4	6	9
لم	3	4	6	9
يقتتل	4	4	6	9
البشر	3	4	6	9
لأجل	5	4	6	9
الدين	3	4	6	9
اقتتلوا	4	4	6	9
لأجل	5	4	6	9
المال	3	4	6	9
،	3	4	6	9

اقتتلوا	4	4	6	9
لأجل	5	4	6	9
الحب	3	4	6	9
،	3	4	6	9

وإن	3	4	6	9
لم	3	4	6	9
يقتتلوا	4	4	6	9
لأجل	5	4	6	9
الحب	3	4	6	9
اقتتلوا	4	4	6	9
لأجل	5	4	6	9
البغض	3	4	6	9
،	3	4	6	9

فهم	3	4	6	9
يقتتلون	4	4	6	9
على	3	4	6	9
كل	3	4	6	9
حال	3	4	6	9
،	3	4	6	9

والعبرة	3	4	6	9
في	3	4	6	9
درجة	3	4	6	9
احتدام	5	4	6	9
القتال	3	4	6	9
وفي	3	4	6	9
اندفاع	4	4	6	9
الجماهير	3	4	6	9
إلى	3	4	6	9
ساحة	3	4	6	9
النزال	3	4	6	9
،	3	4	6	9

وفي	3	4	6	9
حصد	3	4	6	9
الرءوس	3	4	6	9
«	3	4	6	9
بالجملة	3	4	6	9
»	3	4	6	9
لا	3	4	6	9
«	3	4	6	9
بالقطاعي	5	4	6	9
»	3	4	6	9
،	3	4	6	9

وهذا	3	4	6	9
ما	3	4	6	9
فعله	3	4	6	9
خادمكم	3	4	6	9
المطيع	3	4	6	9
.	3	4	6	9

جندت	4	4	6	10
الذكور	3	4	6	10
شبانا	3	4	6	10
وكهولا	4	4	6	10
،	3	4	6	10

وشغلت	3	4	6	10
النساء	3	4	6	10
والأطفال	3	4	6	10
والشيوخ	3	4	6	10
في	3	4	6	10
مصانع	3	4	6	10
السلاح	3	4	6	10
،	3	4	6	10

فجميع	3	4	6	10
النساء	3	4	6	10
استخدمت	3	4	6	10
في	3	4	6	10
الحرب	3	4	6	10
.	3	4	6	10

حولت	3	4	6	11
معامل	3	4	6	11
السلع	4	4	6	11
إلى	3	4	6	11
معامل	3	4	6	11
سلاح	3	4	6	11
وذخائر	3	4	6	11
.	3	4	6	11

حولت	3	4	6	12
الاختراعات	3	4	6	12
إلى	3	4	6	12
أدوات	3	4	6	12
الهلاك	3	4	6	12
:	3	4	6	12
الحديد	3	4	6	12
للمدافع	3	4	6	12
والدبابات	3	4	6	12
والقطرات	3	4	6	12
المصفحة	4	4	6	12
والغواصات	3	4	6	12
والبوارج	5	4	6	12
والنسافات	5	4	6	12
والأسلاك	4	4	6	12
الشائكة	4	4	6	12
والقنابل	3	4	6	12
،	3	4	6	12

وحولت	3	4	6	12
الكيمياء	3	4	6	12
التي	3	4	6	12
يفاخر	4	4	6	12
بها	3	4	6	12
العلماء	3	4	6	12
إلى	3	4	6	12
مفرقعات	3	4	6	12
وقذائف	4	4	6	12
وغازات	3	4	6	12
سامة	3	4	6	12
ومكروبات	3	4	6	12
فتاكة	4	4	6	12
،	3	4	6	12

والكهرباء	3	4	6	12
إلى	3	4	6	12
صوارع	5	4	6	12
،	3	4	6	12

وغذيت	3	4	6	13
الطيارات	3	4	6	13
في	3	4	6	13
بدء	3	4	6	13
طفولتها	3	4	6	13
فترعرعت	3	4	6	13
عاجلا	3	4	6	13
؛	3	4	6	13

لكي	3	4	6	13
تصب	3	4	6	13
الهلاك	3	4	6	13
من	3	4	6	13
فوق	3	4	6	13
،	3	4	6	13

كما	3	4	6	13
تقذفه	4	4	6	13
النيرات	5	4	6	13
من	3	4	6	13
تحت	3	4	6	13
.	3	4	6	13

مددت	3	4	6	14
خطوط	3	4	6	14
القتال	3	4	6	14
ألوف	3	4	6	14
الأميال	4	4	6	14
لكي	3	4	6	14
تتقابل	3	4	6	14
فيها	3	4	6	14
ملايين	3	4	6	14
الرجال	3	4	6	14
،	3	4	6	14

والردى	5	4	6	14
بينها	3	4	6	14
يتهادى	5	4	6	14
ذات	4	4	6	14
اليمين	3	4	6	14
وذات	4	4	6	14
الشمال	3	4	6	14
،	3	4	6	14

والأشلاء	5	4	6	14
تتساقط	3	4	6	14
كالنيازك	3	4	6	14
في	3	4	6	14
بطون	3	4	6	14
الخنادق	3	4	6	14
.	3	4	6	14

فانبرى	5	4	6	15
انفنتورس	3	4	6	15
بلا	3	4	6	15
استئذان	3	4	6	15
وصاح	3	4	6	15
مقاطعا	3	4	6	15
:	3	4	6	15
ها	5	4	6	15
،	3	4	6	15

ها	5	4	6	15
،	3	4	6	15

صه	5	4	6	15
،	3	4	6	15

مه	5	4	6	15
،	3	4	6	15

حتى	3	4	6	15
ما	3	4	6	15
هذا	3	4	6	15
الافتئات	5	4	6	15
يا	3	4	6	15
فيرومارس	3	4	6	15
!	3	4	6	15

تدعي	4	4	6	15
لنفسك	3	4	6	15
كل	3	4	6	15
عامل	3	4	6	15
من	3	4	6	15
عوامل	3	4	6	15
الحرب	3	4	6	15
،	3	4	6	15

وأنت	3	4	6	15
لم	3	4	6	15
تضرب	3	4	6	15
إلا	3	4	6	15
بسلاح	3	4	6	15
غيرك	3	4	6	15
،	3	4	6	15

ولم	3	4	6	15
تهجم	3	4	6	15
إلا	3	4	6	15
بساعد	3	4	6	15
سواك	4	4	6	15
.	3	4	6	15

إذا	3	4	6	15
كانت	3	4	6	15
الاختراعات	3	4	6	15
الحديثة	3	4	6	15
أفتك	4	4	6	15
آلات	3	4	6	15
الحروب	3	4	6	15
،	3	4	6	15

فلأني	3	4	6	15
أنا	3	4	6	15
الذي	3	4	6	15
كنت	3	4	6	15
أوسوس	3	4	6	15
لوزراء	3	4	6	15
الحرب	3	4	6	15
أن	3	4	6	15
يحولوا	3	4	6	15
كل	3	4	6	15
اختراع	3	4	6	15
جديد	3	4	6	15
إلى	3	4	6	15
أداة	3	4	6	15
دمار	3	4	6	15
وهلاك	3	4	6	15
،	3	4	6	15

فلولا	3	4	6	15
وسوستي	3	4	6	15
هذه	3	4	6	15
لكان	3	4	6	15
كل	3	4	6	15
اختراع	3	4	6	15
جديد	3	4	6	15
لفائدة	3	4	6	15
الجنس	3	4	6	15
البشري	3	4	6	15
وهنائه	3	4	6	15
لا	3	4	6	15
لتدميره	3	4	6	15
وإفنائه	5	4	6	15
.	3	4	6	15

فأجاب	3	4	6	16
فيرومارس	3	4	6	16
محتدا	5	4	6	16
:	3	4	6	16
ولو	3	4	6	16
لم	3	4	6	16
أوسوس	3	4	6	16
لرجال	3	4	6	16
الحرب	3	4	6	16
أن	3	4	6	16
القتال	3	4	6	16
رياضة	3	4	6	16
الرجال	3	4	6	16
،	3	4	6	16

وأن	3	4	6	16
النصر	4	4	6	16
فخر	3	4	6	16
،	3	4	6	16

وأن	3	4	6	16
أكاليل	5	4	6	16
الغار	5	4	6	16
تنتظر	3	4	6	16
القواد	3	4	6	16
الكبار	3	4	6	16
،	3	4	6	16

لما	3	4	6	16
تواثب	5	4	6	16
الأبطال	3	4	6	16
للنزال	3	4	6	16
.	3	4	6	16

فقال	3	4	6	17
انفنتورس	3	4	6	17
:	3	4	6	17
وهل	3	4	6	17
تحارب	3	4	6	17
الجنود	3	4	6	17
بلا	3	4	6	17
سلاح	3	4	6	17
وبلا	3	4	6	17
بنود	4	4	6	17
؟	3	4	6	17

فقال	3	4	6	18
فيرومارس	3	4	6	18
:	3	4	6	18
وهل	3	4	6	18
تحارب	3	4	6	18
الجيوش	3	4	6	18
إذا	3	4	6	18
لم	3	4	6	18
تستفزها	3	4	6	18
للحرب	3	4	6	18
!	3	4	6	18

فهل	3	4	6	18
اختراعاتك	3	4	6	18
استفزتها	3	4	6	18
؟	3	4	6	18

–	3	4	6	19
وهل	3	4	6	19
تحارب	3	4	6	19
الجنود	3	4	6	19
لتتصارع	3	4	6	19
كتصارع	3	4	6	19
الثيران	3	4	6	19
يا	3	4	6	19
شيطان	3	4	6	19
؟	3	4	6	19

–	3	4	6	20
نعم	3	4	6	20
،	3	4	6	20

يكفي	3	4	6	20
أن	3	4	6	20
تتصارع	3	4	6	20
ولا	3	4	6	20
لزوم	3	4	6	20
لاختراعاتك	3	4	6	20
.	3	4	6	20

–	3	4	6	21
خسئت	5	4	6	21
.	3	4	6	21

وكادا	4	4	6	22
يشتبكان	4	4	6	22
في	3	4	6	22
صراع	3	4	6	22
عنيف	3	4	6	22
لو	3	4	6	22
لم	3	4	6	22
ينتهرهما	5	4	6	22
بعلزبول	3	4	6	22
زاجرا	5	4	6	22
:	3	4	6	22
صمتا	3	4	6	22
وكفا	3	4	6	22
عن	3	4	6	22
الخصام	3	4	6	22
أيها	3	4	6	22
الغبيان	3	4	6	22
