,Word,Label,Book,Chapter,Line
5807,ابن,3,0,7.1,2
5808,نجية,3,0,7.1,2
5809,يبكي,3,0,7.1,2
5810,—,3,0,7.1,2
5811,أو,3,0,7.1,2
5812,على,3,0,7.1,2
5813,الأصح,3,0,7.1,2
5814,تبكي,3,0,7.1,2
5815,حنجرته,3,0,7.1,2
5816,دون,4,0,7.1,2
5817,عينيه,3,0,7.1,2
5818,—,3,0,7.1,2
5819,لسبب,3,0,7.1,2
5820,لا,3,0,7.1,2
5821,شك,3,0,7.1,2
5822,يدعو,3,0,7.1,2
5823,إلى,3,0,7.1,2
5824,بكاء,3,0,7.1,2
5825,مثله,3,0,7.1,2
5827,وفي,3,0,7.1,2
5828,كفه,3,0,7.1,2
5829,مرآة,3,0,7.1,2
5830,صغيرة,3,0,7.1,2
5831,ينظر,3,0,7.1,2
5832,فيها,3,0,7.1,2
5833,ويظهر,3,0,7.1,2
5834,أن,3,0,7.1,2
5835,الغرض,3,0,7.1,2
5836,من,3,0,7.1,2
5837,ذلك,3,0,7.1,2
5838,أن,3,0,7.1,2
5839,يرى,3,0,7.1,2
5840,في,3,0,7.1,2
5841,صقالها,5,0,7.1,2
5842,كيف,3,0,7.1,2
5843,يبدو,4,0,7.1,2
5844,الوجه,3,0,7.1,2
5845,الإنساني,3,0,7.1,2
5846,حين,3,0,7.1,2
5847,يبكي,3,0,7.1,2
5848,حامله,3,0,7.1,2
5850,وكان,3,0,7.1,2
5851,يكف,3,0,7.1,2
5852,عن,3,0,7.1,2
5853,النشيج,5,0,7.1,2
5854,كلما,3,0,7.1,2
5855,استوقفه,4,0,7.1,2
5856,المنظر,3,0,7.1,2
5857,العام,3,0,7.1,2
5858,أو,3,0,7.1,2
5859,لفته,4,0,7.1,2
5860,منه,4,0,7.1,2
5861,شىء,3,0,7.1,2
5862,خاص,3,0,7.1,2
5864,ثم,3,0,7.1,2
5865,يستأنف,4,0,7.1,2
5866,الإعوال,5,0,7.1,2
5868,وكانت,3,0,7.1,2
5869,زينب,3,0,7.1,2
5870,أخته,3,0,7.1,2
5871,—,3,0,7.1,2
5872,أو,3,0,7.1,2
5873,زوزو,3,0,7.1,2
5874,كما,3,0,7.1,2
5875,ألفوا,4,0,7.1,2
5876,أن,3,0,7.1,2
5877,يسموها,3,0,7.1,2
5878,على,3,0,7.1,2
5879,عادة,3,0,7.1,2
5880,هذه,3,0,7.1,2
5881,الأسرة,3,0,7.1,2
5882,—,3,0,7.1,2
5883,معتمدة,4,0,7.1,2
5884,بذراعيها,3,0,7.1,2
5885,على,3,0,7.1,2
5886,كرسي,3,0,7.1,2
5888,ومنحنية,3,0,7.1,2
5889,عليه,3,0,7.1,2
5890,وناظرة,3,0,7.1,2
5891,إلى,3,0,7.1,2
5892,مقعده,3,0,7.1,2
5894,ومشتغلة,5,0,7.1,2
5895,بتحركيه,3,0,7.1,2
5896,إلى,3,0,7.1,2
5897,الأمام,3,0,7.1,2
5898,وإلى,3,0,7.1,2
5899,الوراء,3,0,7.1,2
5901,وأمها,3,0,7.1,2
5902,نجية,3,0,7.1,2
5903,تلتفت,4,0,7.1,2
5904,إليها,3,0,7.1,2
5905,من,3,0,7.1,2
5906,حين,3,0,7.1,2
5907,إلى,3,0,7.1,2
5908,حين,3,0,7.1,2
5909,وتزجرها,4,0,7.1,2
5910,عن,3,0,7.1,2
5911,هذه,3,0,7.1,2
5912,الحركة,3,0,7.1,2
5914,خوفا,3,0,7.1,2
5915,على,3,0,7.1,2
5916,الكرسي,3,0,7.1,2
5918,بمثل,3,0,7.1,2
5919,هذه,3,0,7.1,2
5920,الأصوات,3,0,7.1,2
5923,تؤ,3,0,7.1,2
5926,تؤ,3,0,7.1,2
5929,تؤ,3,0,7.1,2
5933,ثم,3,0,7.1,2
5934,تعود,3,0,7.1,2
5935,وتحول,3,0,7.1,2
5936,وجهها,3,0,7.1,2
5937,إلى,3,0,7.1,2
5938,الدكتور,3,0,7.1,2
5939,إلى,3,0,7.1,2
5940,جانبها,3,0,7.1,2
5941,ولا,3,0,7.1,2
5942,تنتظر,3,0,7.1,2
5943,نتيجة,3,0,7.1,2
5944,زجرها,4,0,7.1,2
5946,أما,3,0,7.1,2
5947,شوشو,3,0,7.1,2
5948,فلم,3,0,7.1,2
5949,تكن,3,0,7.1,2
5950,في,3,0,7.1,2
5951,الغرفة,3,0,7.1,2
5952,ساعة,3,0,7.1,2
5953,دخلها,3,0,7.1,2
5954,إبراهيم,3,0,7.1,2
5956,ووقف,3,0,7.1,3
5957,الدكتور,3,0,7.1,3
5958,وتقدم,3,0,7.1,3
5959,خطوات,3,0,7.1,3
5961,ومد,3,0,7.1,3
5962,يده,3,0,7.1,3
5963,إلى,3,0,7.1,3
5964,إبراهيم,3,0,7.1,3
5965,وتصافحا,3,0,7.1,3
5966,ورفع,3,0,7.1,3
5967,عمد,5,0,7.1,3
5968,عينه,3,0,7.1,3
5969,عن,3,0,7.1,3
5970,المرآة,3,0,7.1,3
5971,ونظر,3,0,7.1,3
5972,بمؤخرها,3,0,7.1,3
5973,إلى,3,0,7.1,3
5974,القادم,3,0,7.1,3
5975,في,3,0,7.1,3
5976,سكوت,3,0,7.1,3
5978,ثم,3,0,7.1,3
5979,أكب,5,0,7.1,3
5980,عليها,5,0,7.1,3
5981,ومضى,4,0,7.1,3
5982,في,3,0,7.1,3
5983,عويله,4,0,7.1,3
5984,الذي,3,0,7.1,3
5985,يظهر,3,0,7.1,3
5986,أنه,3,0,7.1,3
5987,كان,3,0,7.1,3
5988,يجد,3,0,7.1,3
5989,فيه,3,0,7.1,3
5990,نوعا,3,0,7.1,3
5991,من,3,0,7.1,3
5992,الإمتاع,4,0,7.1,3
5994,ولكنه,3,0,7.1,3
5995,لأمر,3,0,7.1,3
5996,ما,5,0,7.1,3
5997,هبط,3,0,7.1,3
5998,بطبقة,3,0,7.1,3
5999,هذه,3,0,7.1,3
6000,النغمات,3,0,7.1,3
6001,إلى,3,0,7.1,3
6002,أدنى,3,0,7.1,3
6003,ما,3,0,7.1,3
6004,يستطيع,3,0,7.1,3
6006,وتخلت,3,0,7.1,3
6007,زوزو,3,0,7.1,3
6008,عن,3,0,7.1,3
6009,الكرسى,3,0,7.1,3
6010,وخفت,3,0,7.1,3
6011,إلى,3,0,7.1,3
6012,إبراهيم,3,0,7.1,3
6013,وتمسحت,4,0,7.1,3
6014,به,3,0,7.1,3
6015,وهو,3,0,7.1,3
6016,يسلم,3,0,7.1,3
6017,على,3,0,7.1,3
6018,الدكتور,3,0,7.1,3
6020,كما,3,0,7.1,3
6021,تتمسح,4,0,7.1,3
6022,القطط,3,0,7.1,3
6023,بأصحابها,3,0,7.1,3
6025,فاحتملها,3,0,7.1,3
6026,وجلس,3,0,7.1,3
6027,وأجلسها,3,0,7.1,3
6028,على,3,0,7.1,3
6029,ركبته,3,0,7.1,3
6031,فأهوت,5,0,7.1,3
6032,على,3,0,7.1,3
6033,عنقه,3,0,7.1,3
6034,تطوقه,4,0,7.1,3
6035,وتقلبه,3,0,7.1,3
6036,في,3,0,7.1,3
6037,صمت,3,0,7.1,3
6038,تام,3,0,7.1,3
6039,وابتسام,3,0,7.1,3
6040,لم,3,0,7.1,3
6041,تكد,4,0,7.1,3
6042,تفوز,3,0,7.1,3
6043,بمثله,3,0,7.1,3
6044,من,3,0,7.1,3
6045,موضع,4,0,7.1,3
6046,عطفها,3,0,7.1,3
6047,وحبها,3,0,7.1,3
6048,حتى,3,0,7.1,3
6049,انقلب,3,0,7.1,3
6050,ضحكا,3,0,7.1,3
6051,عاليا,3,0,7.1,3
6053,ودخلت,3,0,7.1,4
6054,شوشو,3,0,7.1,4
6055,في,5,0,7.1,4
6056,إثر,5,0,7.1,4
6057,إبراهيم,3,0,7.1,4
6058,—,3,0,7.1,4
6059,كأنما,3,0,7.1,4
6060,كانت,3,0,7.1,4
6061,مختبئة,3,0,7.1,4
6062,تنتظره,3,0,7.1,4
6063,—,3,0,7.1,4
6064,فأثارها,3,0,7.1,4
6065,الدكتور,3,0,7.1,4
6066,بنظره,3,0,7.1,4
6067,وتعلقت,3,0,7.1,4
6068,عينه,3,0,7.1,4
6069,بمرونة,3,0,7.1,4
6070,حركتها,3,0,7.1,4
6071,إذ,3,0,7.1,4
6072,تبدو,4,0,7.1,4
6073,كأن,3,0,7.1,4
6074,أوصالها,4,0,7.1,4
6075,ساكنة,3,0,7.1,4
6076,وهي,3,0,7.1,4
6077,تنساب,4,0,7.1,4
6078,كالجدول,5,0,7.1,4
6079,الرقراق,5,0,7.1,4
6081,وكان,3,0,7.1,4
6082,قوسا,3,0,7.1,4
6083,حاجبيها,3,0,7.1,4
6084,الدقيقين,3,0,7.1,4
6085,الحادين,3,0,7.1,4
6086,يختلجان,5,0,7.1,4
6088,وعينها,3,0,7.1,4
6089,تومض,4,0,7.1,4
6090,فيها,3,0,7.1,4
6091,نظرة,3,0,7.1,4
6092,عجيبة,3,0,7.1,4
6093,جمع,3,0,7.1,4
6094,بين,3,0,7.1,4
6095,عدم,4,0,7.1,4
6096,الاكتراث,3,0,7.1,4
6097,والخبث,3,0,7.1,4
6098,والدلال,4,0,7.1,4
6099,والسذاجة,4,0,7.1,4
6101,وكانت,3,0,7.1,4
6102,شفتاها,3,0,7.1,4
6103,الرقيقتان,3,0,7.1,4
6104,تقلدان,3,0,7.1,4
6105,حاجبيها,3,0,7.1,4
6106,وتختلجان,5,0,7.1,4
6107,مثلهما,3,0,7.1,4
6109,وكذلك,3,0,7.1,4
6110,جانبا,3,0,7.1,4
6111,أنفها,3,0,7.1,4
6112,الجميل,3,0,7.1,4
6114,وإذا,3,0,7.1,4
6115,قلنا,3,0,7.1,4
6116,أنفها,3,0,7.1,4
6117,الجميل,3,0,7.1,4
6118,فقد,3,0,7.1,4
6119,قلنا,3,0,7.1,4
6120,كثيرا,3,0,7.1,4
6122,فما,3,0,7.1,4
6123,أندر,3,0,7.1,4
6124,الأنوف,3,0,7.1,4
6125,الجميلة,3,0,7.1,4
6126,وإن,3,0,7.1,4
6127,كثرت,3,0,7.1,4
6128,العيون,3,0,7.1,4
6129,الفاتنة,3,0,7.1,4
6130,والشفاه,3,0,7.1,4
6131,المغرية,4,0,7.1,4
6133,وإذا,3,0,7.1,4
6134,أضفت,3,0,7.1,4
6135,إلى,3,0,7.1,4
6136,هذا,3,0,7.1,4
6137,وذاك,3,0,7.1,4
6138,خصلا,3,0,7.1,4
6139,متموجة,3,0,7.1,4
6140,من,3,0,7.1,4
6141,الشعر,3,0,7.1,4
6142,الأصفر,3,0,7.1,4
6144,وثوبا,3,0,7.1,4
6145,من,3,0,7.1,4
6146,الصوف,3,0,7.1,4
6147,داكن,3,0,7.1,4
6148,الحمرة,3,0,7.1,4
6149,منسجما,4,0,7.1,4
6150,على,4,0,7.1,4
6151,قوامها,4,0,7.1,4
6153,أمكنك,3,0,7.1,4
6154,أن,3,0,7.1,4
6155,تكون,3,0,7.1,4
6156,لنفسك,3,0,7.1,4
6157,فكرة,3,0,7.1,4
6158,ولو,3,0,7.1,4
6159,ضئيلة,3,0,7.1,4
6160,عن,3,0,7.1,4
6161,هذه,3,0,7.1,4
6162,الفتاة,3,0,7.1,4
6163,التي,3,0,7.1,4
6164,صارت,3,0,7.1,4
6165,في,3,0,7.1,4
6166,هذه,3,0,7.1,4
6167,الغرفة,3,0,7.1,4
6168,كالزهرة,3,0,7.1,4
6169,بين,3,0,7.1,4
6170,الخضر,3,0,7.1,4
6172,وتخلى,3,0,7.1,5
6173,لها,3,0,7.1,5
6174,الدكتور,3,0,7.1,5
6175,عن,3,0,7.1,5
6176,مقعده,3,0,7.1,5
6178,ومضى,4,0,7.1,5
6179,إلى,3,0,7.1,5
6180,آخر,3,0,7.1,5
6181,الغرفة,3,0,7.1,5
6182,ليأتي,3,0,7.1,5
6183,بكرسي,3,0,7.1,5
6184,لنفسه,3,0,7.1,5
6186,فابتسم,3,0,7.1,5
6187,إبراهيم,3,0,7.1,5
6188,الذي,3,0,7.1,5
6189,تظاهر,3,0,7.1,5
6190,بالتشاغل,5,0,7.1,5
6191,بمداعبة,3,0,7.1,5
6192,زوزو,3,0,7.1,5
6193,—,3,0,7.1,5
6194,إذ,3,0,7.1,5
6195,رآه,3,0,7.1,5
6196,يمشي,3,0,7.1,5
6197,وأحد,3,0,7.1,5
6198,كتفيه,3,0,7.1,5
6199,إلى,3,0,7.1,5
6200,الأمام,3,0,7.1,5
6201,ورأسه,3,0,7.1,5
6202,مائل,3,0,7.1,5
6203,إلى,3,0,7.1,5
6204,اليسار,3,0,7.1,5
6205,وذراعاه,3,0,7.1,5
6206,تضطربان,3,0,7.1,5
6207,في,3,0,7.1,5
6208,الهواء,3,0,7.1,5
6209,كأنما,3,0,7.1,5
6210,خلتا,4,0,7.1,5
6211,من,3,0,7.1,5
6212,الأعصاب,3,0,7.1,5
6213,أو,3,0,7.1,5
6214,كأنهما,3,0,7.1,5
6215,كمان,3,0,7.1,5
6216,فارغان,3,0,7.1,5
6218,وبعد,3,0,7.1,6
6219,تبادل,3,0,7.1,6
6220,التحيات,3,0,7.1,6
6221,وما,3,0,7.1,6
6222,هو,3,0,7.1,6
6223,منها,3,0,7.1,6
6224,بسبيل,3,0,7.1,6
6226,قالت,3,0,7.1,6
6227,شوشو,3,0,7.1,6
6228,وهي,3,0,7.1,6
6229,تنظر,3,0,7.1,6
6230,عن,4,0,7.1,6
6231,عرض,4,0,7.1,6
6232,إلى,3,0,7.1,6
6233,إبراهيم,3,0,7.1,6
6235,وكان,3,0,7.1,6
6236,مطرقا,5,0,7.1,6
6237,يهمس,3,0,7.1,6
6238,في,3,0,7.1,6
6239,أذن,3,0,7.1,6
6240,زوزو,3,0,7.1,6
6242,وإن,3,0,7.1,6
6243,لم,3,0,7.1,6
6244,يفت,3,0,7.1,6
6245,عينه,3,0,7.1,6
6246,ولا,3,0,7.1,6
6247,أذنه,3,0,7.1,6
6248,شيء,3,0,7.1,6
6250,ما,3,0,7.1,6
6251,قولك,3,0,7.1,6
6252,يا,3,0,7.1,6
6253,دكتور,3,0,7.1,6
6255,اليوم,3,0,7.1,6
6256,الجمعة,3,0,7.1,6
6257,وهو,3,0,7.1,6
6258,يوم,3,0,7.1,6
6259,راحتك,3,0,7.1,6
6261,فاقضه,3,0,7.1,6
6262,معنا,3,0,7.1,6
6263,فإن,3,0,7.1,6
6264,ابن,3,0,7.1,6
6265,خالتي,3,0,7.1,6
6266,يمل,3,0,7.1,6
6267,مجالستنا,4,0,7.1,6
6268,ويهرب,3,0,7.1,6
6269,منا,3,0,7.1,6
6270,دائما,3,0,7.1,6
6271,إلى,3,0,7.1,6
6272,غرفته,3,0,7.1,6
6274,فلم,3,0,7.1,7
6275,يبد,4,0,7.1,7
6276,على,3,0,7.1,7
6277,الدكتور,3,0,7.1,7
6278,كأن,3,0,7.1,7
6279,هذا,3,0,7.1,7
6280,يضايقه,3,0,7.1,7
6281,جدا,3,0,7.1,7
6282,وقال,3,0,7.1,7
6284,ولكن,3,0,7.1,7
6288,قل,3,0,7.1,8
6289,إنك,3,0,7.1,8
6290,موافق,3,0,7.1,8
6292,أسرع,3,0,7.1,8
6294,قالتها,3,0,7.1,9
6295,بلهجة,4,0,7.1,9
6296,لم,3,0,7.1,9
6297,يسع,3,0,7.1,9
6298,الدكتور,3,0,7.1,9
6299,معها,3,0,7.1,9
6300,أن,3,0,7.1,9
6301,يظل,3,0,7.1,9
6302,لسانه,3,0,7.1,9
6303,معترضا,3,0,7.1,9
6304,على,3,0,7.1,9
6305,ما,3,0,7.1,9
6306,يوافق,3,0,7.1,9
6307,عليه,3,0,7.1,9
6308,قلبه,3,0,7.1,9
6309,فقال,3,0,7.1,9
6311,إذ,3,0,7.1,9
6312,كان,3,0,7.1,9
6313,الأستاذ,3,0,7.1,9
6314,(,3,0,7.1,9
6315,فرفع,3,0,7.1,9
6316,لإبراهيم,3,0,7.1,9
6317,وجهه,3,0,7.1,9
6318,ونظر,3,0,7.1,9
6319,إليه,3,0,7.1,9
6320,نظرة,3,0,7.1,9
6321,بلهاء,3,0,7.1,9
6322,جوفاء,3,0,7.1,9
6323,),3,0,7.1,9
6324,لا,3,0,7.1,9
6325,يرى,3,0,7.1,9
6326,في,3,0,7.1,9
6327,وجودي,3,0,7.1,9
6328,ما,3,0,7.1,9
6329,يزيد,3,0,7.1,9
6330,من,3,0,7.1,9
6331,ميله,4,0,7.1,9
6332,إلى,3,0,7.1,9
6333,الهرب,3,0,7.1,9
6334,فإني,3,0,7.1,9
6335,على,3,0,7.1,9
6336,أتم,3,0,7.1,9
6337,استعداد,3,0,7.1,9
6341,معذرة,3,0,7.1,10
6342,يا,3,0,7.1,10
6343,سيدي,3,0,7.1,10
6344,الدكتور,3,0,7.1,10
6345,إذا,3,0,7.1,10
6346,قاطعتك,4,0,7.1,10
6348,يظهر,3,0,7.1,10
6349,أنك,3,0,7.1,10
6350,لا,3,0,7.1,10
6351,تعرف,3,0,7.1,10
6352,أساليب,3,0,7.1,10
6353,شوشو,3,0,7.1,10
6354,المحرجة,3,0,7.1,10
6355,(,3,0,7.1,10
6356,ضحك,3,0,7.1,10
6357,مكتوم,3,0,7.1,10
6358,من,3,0,7.1,10
6359,شوشو,3,0,7.1,10
6360,),3,0,7.1,10
6361,أؤكد,3,0,7.1,10
6362,لك,3,0,7.1,10
6363,أنها,3,0,7.1,10
6364,لا,3,0,7.1,10
6365,تعني,3,0,7.1,10
6366,ما,3,0,7.1,10
6367,تقول,3,0,7.1,10
6369,أنا,3,0,7.1,10
6370,أعرف,3,0,7.1,10
6371,بها,3,0,7.1,10
6372,منك,3,0,7.1,10
6375,بل,3,0,7.1,11
6376,أعرف,3,0,7.1,11
6377,كل,3,0,7.1,11
6378,حرف,3,0,7.1,11
6381,نعم,3,0,7.1,12
6383,تعنين,3,0,7.1,12
6384,أنك,3,0,7.1,12
6385,تطلبين,3,0,7.1,12
6386,إلى,3,0,7.1,12
6387,الدكتور,3,0,7.1,12
6388,أن,3,0,7.1,12
6389,يقضي,3,0,7.1,12
6390,اليوم,3,0,7.1,12
6391,معنا,3,0,7.1,12
6392,—,3,0,7.1,12
6393,أعني,3,0,7.1,12
6394,هنا,3,0,7.1,12
6395,—,3,0,7.1,12
6396,ولكن,3,0,7.1,12
6397,الباقي,3,0,7.1,12
6398,الذي,3,0,7.1,12
6399,يخصنى,4,0,7.1,12
6400,ليس,3,0,7.1,12
6401,سوى,3,0,7.1,12
6402,عبث,4,0,7.1,12
6403,منك,3,0,7.1,12
6404,بي,3,0,7.1,12
6405,وحدي,4,0,7.1,12
6408,سله,3,0,7.1,13
6409,يا,3,0,7.1,13
6410,دكتور,3,0,7.1,13
6411,بذمته,5,0,7.1,13
6412,أليس,3,0,7.1,13
6413,في,3,0,7.1,13
6414,عزمه,4,0,7.1,13
6415,أن,3,0,7.1,13
6416,يطير,3,0,7.1,13
6417,إلى,3,0,7.1,13
6418,الإسكندرية,3,0,7.1,13
6419,حالا,3,0,7.1,13
6420,لو,3,0,7.1,13
6421,أنه,3,0,7.1,13
6422,يستطيع,3,0,7.1,13
6424,فمالت,3,0,7.1,14
6425,نجية,3,0,7.1,14
6426,إلى,3,0,7.1,14
6427,الأمام,3,0,7.1,14
6428,وحملقت,4,0,7.1,14
6429,في,3,0,7.1,14
6430,وجهه,3,0,7.1,14
6431,ثم,3,0,7.1,14
6432,في,3,0,7.1,14
6433,وجوههم,3,0,7.1,14
6434,وقالت,3,0,7.1,14
6436,يسافر,3,0,7.1,14
6438,كيف,3,0,7.1,14
6440,وهل,3,0,7.1,14
6441,أقام,3,0,7.1,14
6442,شيئا,3,0,7.1,14
6443,حتى,3,0,7.1,14
6444,يفكر,3,0,7.1,14
6445,في,3,0,7.1,14
6446,السفر,3,0,7.1,14
6449,سليه,3,0,7.1,15
6450,يا,3,0,7.1,15
6451,أختى,3,0,7.1,15
6452,(,3,0,7.1,15
6453,بخبث,3,0,7.1,15
6454,),3,0,7.1,15
6456,فقالت,3,0,7.1,16
6457,نجية,3,0,7.1,16
6458,بلهجة,4,0,7.1,16
6459,من,3,0,7.1,16
6460,كاد,4,0,7.1,16
6461,يهتدي,3,0,7.1,16
6462,إلى,3,0,7.1,16
6463,السر,3,0,7.1,16
6466,أتراك,3,0,7.1,16
6467,رأيت,3,0,7.1,16
6471,ولكن,3,0,7.1,17
6472,شوشو,3,0,7.1,17
6473,قاطعتها,4,0,7.1,17
6474,ضاحكة,3,0,7.1,17
6476,لا,3,0,7.1,17
6478,لا,3,0,7.1,17
6480,إنك,3,0,7.1,17
6481,لا,3,0,7.1,17
6482,تنسين,3,0,7.1,17
6483,عفاريتك,3,0,7.1,17
6484,قط,3,0,7.1,17
6486,أنا,3,0,7.1,17
6487,أعرف,3,0,7.1,17
6488,السبب,3,0,7.1,17
6490,ورمت,3,0,7.1,18
6491,إلى,3,0,7.1,18
6492,إبراهيم,3,0,7.1,18
6493,نظرة,3,0,7.1,18
6495,فقال,3,0,7.1,19
6496,إبراهيم,3,0,7.1,19
6497,بصوت,3,0,7.1,19
6498,اليائس,3,0,7.1,19
6501,ربما,3,0,7.1,19
6503,واضطجع,4,0,7.1,19
6504,في,3,0,7.1,19
6505,كرسيه,3,0,7.1,19
6506,وأطبق,4,0,7.1,19
6507,شفتيه,3,0,7.1,19
6508,إطباق,5,0,7.1,19
6509,من,3,0,7.1,19
6510,لا,3,0,7.1,19
6511,ينوي,3,0,7.1,19
6512,أن,3,0,7.1,19
6513,يفتحهما,3,0,7.1,19
6514,مرة,3,0,7.1,19
6515,ثانية,3,0,7.1,19
6517,وفتر,5,0,7.1,20
6518,الحديث,3,0,7.1,20
6519,لأن,3,0,7.1,20
6520,الدكتور,3,0,7.1,20
6521,لم,3,0,7.1,20
6522,يسعه,3,0,7.1,20
6523,أن,3,0,7.1,20
6524,يشترك,3,0,7.1,20
6525,في,3,0,7.1,20
6526,هذه,3,0,7.1,20
6527,المناقشة,3,0,7.1,20
6528,العائلية,3,0,7.1,20
6530,ولمح,3,0,7.1,20
6531,أن,3,0,7.1,20
6532,إبراهيم,3,0,7.1,20
6533,لا,3,0,7.1,20
6534,يحب,3,0,7.1,20
6535,أن,3,0,7.1,20
6536,يتوسع,3,0,7.1,20
6537,فيها,3,0,7.1,20
6539,ورأت,3,0,7.1,20
6540,شوشو,3,0,7.1,20
6541,أن,3,0,7.1,20
6542,إشارتها,3,0,7.1,20
6543,إلى,3,0,7.1,20
6544,ما,3,0,7.1,20
6545,سمعته,3,0,7.1,20
6546,عفوا,5,0,7.1,20
6547,من,3,0,7.1,20
6548,إبراهيم,3,0,7.1,20
6549,وهو,3,0,7.1,20
6550,يحدث,3,0,7.1,20
6551,نفسه,3,0,7.1,20
6552,في,3,0,7.1,20
6553,غرفته,3,0,7.1,20
6554,قد,3,0,7.1,20
6555,أعادت,3,0,7.1,20
6556,إليه,3,0,7.1,20
6557,الاكتئاب,3,0,7.1,20
6559,فندمت,3,0,7.1,20
6560,وصار,3,0,7.1,20
6561,الكلام,3,0,7.1,20
6562,متكلفا,5,0,7.1,20
6563,متقطعا,3,0,7.1,20
6565,وكان,3,0,7.1,21
6566,الأفق,3,0,7.1,21
6567,قد,3,0,7.1,21
6568,غام,4,0,7.1,21
6569,وانتشرت,3,0,7.1,21
6570,سحابة,3,0,7.1,21
6571,كثيفة,4,0,7.1,21
6572,واحدة,3,0,7.1,21
6573,في,3,0,7.1,21
6574,مجاليه,4,0,7.1,21
6576,وبدأت,3,0,7.1,21
6577,تهمي,5,0,7.1,21
6578,وترسل,3,0,7.1,21
6579,صفحات,3,0,7.1,21
6580,متموجة,3,0,7.1,21
6581,من,3,0,7.1,21
6582,المطر,3,0,7.1,21
6583,ترق,4,0,7.1,21
6584,حينا,3,0,7.1,21
6585,وتكثف,3,0,7.1,21
6586,حينا,3,0,7.1,21
6587,آخر,3,0,7.1,21
6589,وجعلت,3,0,7.1,21
6590,الأشجار,3,0,7.1,21
6591,المغروسة,5,0,7.1,21
6592,وراء,3,0,7.1,21
6593,البيت,3,0,7.1,21
6594,تتوجع,3,0,7.1,21
6595,كالبؤساء,4,0,7.1,21
6596,من,3,0,7.1,21
6597,الرياح,3,0,7.1,21
6598,التي,3,0,7.1,21
6599,تعصف,3,0,7.1,21
6600,بها,3,0,7.1,21
6601,وتصفر,3,0,7.1,21
6602,بيها,3,0,7.1,21
6604,ثم,3,0,7.1,21
6605,طغت,4,0,7.1,21
6606,الرياح,3,0,7.1,21
6607,حتى,3,0,7.1,21
6608,صارت,3,0,7.1,21
6609,الجذوع,3,0,7.1,21
6610,الوطيدة,4,0,7.1,21
6611,تهتز,3,0,7.1,21
6612,وتروع,4,0,7.1,21
6613,الناظر,3,0,7.1,21
6614,إليها,3,0,7.1,21
6615,بهذه,3,0,7.1,21
6616,الحركة,3,0,7.1,21
6617,التي,3,0,7.1,21
6618,لم,3,0,7.1,21
6619,تعهد,4,0,7.1,21
6620,منها,3,0,7.1,21
6622,كما,3,0,7.1,21
6623,يروعك,4,0,7.1,21
6624,الرجل,3,0,7.1,21
6625,القوى,3,0,7.1,21
6626,حين,3,0,7.1,21
6627,يبكي,3,0,7.1,21
6629,وراحت,3,0,7.1,21
6630,الغصون,3,0,7.1,21
6631,المتدلية,4,0,7.1,21
6632,تتصعد,4,0,7.1,21
6633,وتتصوب,5,0,7.1,21
6635,والفروع,3,0,7.1,21
6636,العالية,3,0,7.1,21
6637,المستقيمة,3,0,7.1,21
6638,تتلوى,4,0,7.1,21
6639,وتترنح,4,0,7.1,21
6640,وتبدو,4,0,7.1,21
6641,كأنها,3,0,7.1,21
6642,توشك,3,0,7.1,21
6643,أن,3,0,7.1,21
6644,تتقصف,3,0,7.1,21
6646,واضطربت,3,0,7.1,21
6647,مهاب,5,0,7.1,21
6648,الرياح,3,0,7.1,21
6649,وتعددت,3,0,7.1,21
6650,تياراتها,4,0,7.1,21
6651,وتعارضت,4,0,7.1,21
6653,حتى,3,0,7.1,21
6654,صارت,3,0,7.1,21
6655,الأغصان,3,0,7.1,21
6656,المتقاربة,4,0,7.1,21
6657,في,3,0,7.1,21
6658,الشجرة,3,0,7.1,21
6659,الواحدة,3,0,7.1,21
6660,من,3,0,7.1,21
6661,هذه,3,0,7.1,21
6662,الأشجار,3,0,7.1,21
6663,تميل,3,0,7.1,21
6664,كل,3,0,7.1,21
6665,مميل,5,0,7.1,21
6666,وتتضارب,4,0,7.1,21
6667,وقد,3,0,7.1,21
6668,تشتبك,4,0,7.1,21
6670,وجعلت,3,0,7.1,21
6671,الأوراق,3,0,7.1,21
6672,—,3,0,7.1,21
6673,ما,3,0,7.1,21
6674,بين,3,0,7.1,21
6675,خضراء,3,0,7.1,21
6676,وصفراء,3,0,7.1,21
6677,تتطاير,3,0,7.1,21
6678,عن,3,0,7.1,21
6679,أعوادها,3,0,7.1,21
6680,وتتفاذف,5,0,7.1,21
6681,ثم,3,0,7.1,21
6682,تسقط,3,0,7.1,21
6683,فروع,3,0,7.1,21
6684,الزروع,5,0,7.1,21
6686,وأظلمت,3,0,7.1,21
6687,الدنيا,3,0,7.1,21
6688,وصار,3,0,7.1,21
6689,وقع,4,0,7.1,21
6690,الماء,3,0,7.1,21
6691,على,3,0,7.1,21
6692,زجاج,3,0,7.1,21
6693,النافذة,3,0,7.1,21
6694,كنقر,5,0,7.1,21
6695,العصي,3,0,7.1,21
6697,وكانت,3,0,7.1,21
6698,روعة,3,0,7.1,21
6699,هذه,3,0,7.1,21
6700,الثورة,4,0,7.1,21
6701,قد,3,0,7.1,21
6702,تركت,3,0,7.1,21
6703,القوم,3,0,7.1,21
6704,صامتين,3,0,7.1,21
6705,برهة,3,0,7.1,21
6707,ثم,3,0,7.1,21
